"","Edad","Salario","Genero"
"21205",35,6137,"Mujer"
"21206",17,4090,"Mujer"
"21207",16,4090,"Mujer"
"21208",49,24988,"Mujer"
"21209",55,23652,"Mujer"
"21210",30,5740,"Mujer"
"21211",59,23652,"Mujer"
"21212",64,17806,"Mujer"
"21213",35,6137,"Mujer"
"21214",26,5740,"Mujer"
"21215",42,6137,"Mujer"
"21216",26,5740,"Mujer"
"21217",47,24988,"Mujer"
"21218",34,5740,"Mujer"
"21219",54,23652,"Mujer"
"21220",63,17806,"Mujer"
"21221",35,6137,"Mujer"
"21222",53,23652,"Mujer"
"21223",55,23652,"Mujer"
"21224",63,17806,"Mujer"
"21225",56,23652,"Mujer"
"21226",50,23652,"Mujer"
"21227",36,6137,"Mujer"
"21228",40,6137,"Mujer"
"21229",21,4090,"Mujer"
"21230",21,NA,"Mujer"
"21231",22,4090,"Mujer"
"21232",40,6137,"Mujer"
"21233",38,6137,"Mujer"
"21234",38,6137,"Mujer"
"21235",54,23652,"Mujer"
"21236",62,17806,"Mujer"
"21237",26,5740,"Mujer"
"21238",61,17806,"Mujer"
"21239",22,4090,"Mujer"
"21240",23,4090,"Mujer"
"21241",17,4090,"Mujer"
"21242",35,NA,"Mujer"
"21243",45,24988,"Mujer"
"21244",62,17806,"Mujer"
"21245",61,17806,"Mujer"
"21246",38,6137,"Mujer"
"21247",18,4090,"Mujer"
"21248",34,5740,"Mujer"
"21249",30,5740,"Mujer"
"21250",24,4090,"Mujer"
"21251",57,23652,"Mujer"
"21252",40,6137,"Mujer"
"21253",43,6137,"Mujer"
"21254",19,4090,"Mujer"
"21255",25,5740,"Mujer"
"21256",43,6137,"Mujer"
"21257",59,23652,"Mujer"
"21258",29,5740,"Mujer"
"21259",20,4090,"Mujer"
"21260",62,17806,"Mujer"
"21261",29,5740,"Mujer"
"21262",57,23652,"Mujer"
"21263",34,5740,"Mujer"
"21264",48,24988,"Mujer"
"21265",16,4090,"Mujer"
"21266",58,23652,"Mujer"
"21267",30,5740,"Mujer"
"21268",33,5740,"Mujer"
"21269",48,NA,"Mujer"
"21270",63,17806,"Mujer"
"21271",28,5740,"Mujer"
"21272",38,6137,"Mujer"
"21273",42,6137,"Mujer"
"21274",62,17806,"Mujer"
"21275",46,24988,"Mujer"
"21276",51,23652,"Mujer"
"21277",24,4090,"Mujer"
"21278",63,17806,"Mujer"
"21279",59,23652,"Mujer"
"21280",62,17806,"Mujer"
"21281",23,4090,"Mujer"
"21282",38,6137,"Mujer"
"21283",50,23652,"Mujer"
"21284",43,6137,"Mujer"
"21285",43,6137,"Mujer"
"21286",62,17806,"Mujer"
"21287",37,6137,"Mujer"
"21288",41,NA,"Mujer"
"21289",45,NA,"Mujer"
"21290",57,23652,"Mujer"
"21291",21,4090,"Mujer"
"21292",63,NA,"Mujer"
"21293",59,23652,"Mujer"
"21294",18,4090,"Mujer"
"21295",28,5740,"Mujer"
"21296",56,23652,"Mujer"
"21297",56,23652,"Mujer"
"21298",24,4090,"Mujer"
"21299",58,NA,"Mujer"
"21300",48,24988,"Mujer"
"21301",40,6137,"Mujer"
"21302",37,6137,"Mujer"
"21303",23,4090,"Mujer"
"21304",51,23652,"Mujer"
"21305",22,4090,"Mujer"
"21306",28,5740,"Mujer"
"21307",21,4090,"Mujer"
"21308",21,4090,"Mujer"
"21309",23,4090,"Mujer"
"21310",17,4090,"Mujer"
"21311",28,5740,"Mujer"
"21312",31,5740,"Mujer"
"21313",64,17806,"Mujer"
"21314",58,23652,"Mujer"
"21315",36,6137,"Mujer"
"21316",60,17806,"Mujer"
"21317",40,6137,"Mujer"
"21318",42,6137,"Mujer"
"21319",59,23652,"Mujer"
"21320",28,5740,"Mujer"
"21321",23,4090,"Mujer"
"21322",40,6137,"Mujer"
"21323",16,4090,"Mujer"
"21324",25,5740,"Mujer"
"21325",31,5740,"Mujer"
"21326",48,24988,"Mujer"
"21327",33,5740,"Mujer"
"21328",53,23652,"Mujer"
"21329",32,5740,"Mujer"
"21330",27,5740,"Mujer"
"21331",19,4090,"Mujer"
"21332",64,NA,"Mujer"
"21333",37,6137,"Mujer"
"21334",38,6137,"Mujer"
"21335",43,6137,"Mujer"
"21336",62,17806,"Mujer"
"21337",61,17806,"Mujer"
"21338",22,4090,"Mujer"
"21339",40,6137,"Mujer"
"21340",29,5740,"Mujer"
"21341",15,4090,"Mujer"
"21342",42,6137,"Mujer"
"21343",63,17806,"Mujer"
"21344",61,NA,"Mujer"
"21345",60,NA,"Mujer"
"21346",28,5740,"Mujer"
"21347",56,23652,"Mujer"
"21348",48,24988,"Mujer"
"21349",45,24988,"Mujer"
"21350",20,4090,"Mujer"
"21351",63,17806,"Mujer"
"21352",19,4090,"Mujer"
"21353",45,24988,"Mujer"
"21354",51,23652,"Mujer"
"21355",29,5740,"Mujer"
"21356",29,5740,"Mujer"
"21357",57,23652,"Mujer"
"21358",19,4090,"Mujer"
"21359",42,6137,"Mujer"
"21360",47,24988,"Mujer"
"21361",25,5740,"Mujer"
"21362",57,23652,"Mujer"
"21363",20,NA,"Mujer"
"21364",37,6137,"Mujer"
"21365",54,23652,"Mujer"
"21366",16,4090,"Mujer"
"21367",29,5740,"Mujer"
"21368",37,6137,"Mujer"
"21369",36,6137,"Mujer"
"21370",23,4090,"Mujer"
"21371",61,17806,"Mujer"
"21372",54,23652,"Mujer"
"21373",44,6137,"Mujer"
"21374",30,5740,"Mujer"
"21375",60,17806,"Mujer"
"21376",61,17806,"Mujer"
"21377",44,6137,"Mujer"
"21378",59,23652,"Mujer"
"21379",23,4090,"Mujer"
"21380",15,4090,"Mujer"
"21381",52,23652,"Mujer"
"21382",22,4090,"Mujer"
"21383",32,5740,"Mujer"
"21384",41,6137,"Mujer"
"21385",32,5740,"Mujer"
"21386",46,24988,"Mujer"
"21387",63,17806,"Mujer"
"21388",46,24988,"Mujer"
"21389",62,17806,"Mujer"
"21390",59,23652,"Mujer"
"21391",50,23652,"Mujer"
"21392",50,23652,"Mujer"
"21393",35,6137,"Mujer"
"21394",60,17806,"Mujer"
"21395",46,24988,"Mujer"
"21396",45,NA,"Mujer"
"21397",51,23652,"Mujer"
"21398",30,5740,"Mujer"
"21399",60,17806,"Mujer"
"21400",60,17806,"Mujer"
"21401",28,5740,"Mujer"
"21402",38,6137,"Mujer"
"21403",39,6137,"Mujer"
"21404",60,17806,"Mujer"
"21405",49,24988,"Mujer"
"21406",31,5740,"Mujer"
"21407",60,17806,"Mujer"
"21408",56,23652,"Mujer"
"21409",59,23652,"Mujer"
"21410",18,4090,"Mujer"
"21411",25,5740,"Mujer"
"21412",61,17806,"Mujer"
"21413",29,5740,"Mujer"
"21414",44,6137,"Mujer"
"21415",38,6137,"Mujer"
"21416",16,4090,"Mujer"
"21417",57,23652,"Mujer"
"21418",48,24988,"Mujer"
"21419",37,6137,"Mujer"
"21420",45,24988,"Mujer"
"21421",51,23652,"Mujer"
"21422",27,5740,"Mujer"
"21423",47,24988,"Mujer"
"21424",21,4090,"Mujer"
"21425",46,24988,"Mujer"
"21426",21,4090,"Mujer"
"21427",56,23652,"Mujer"
"21428",52,23652,"Mujer"
"21429",58,23652,"Mujer"
"21430",27,NA,"Mujer"
"21431",38,NA,"Mujer"
"21432",42,6137,"Mujer"
"21433",46,NA,"Mujer"
"21434",57,23652,"Mujer"
"21435",32,5740,"Mujer"
"21436",48,24988,"Mujer"
"21437",62,17806,"Mujer"
"21438",48,24988,"Mujer"
"21439",52,23652,"Mujer"
"21440",15,4090,"Mujer"
"21441",57,23652,"Mujer"
"21442",64,17806,"Mujer"
"21443",56,23652,"Mujer"
"21444",45,24988,"Mujer"
"21445",64,17806,"Mujer"
"21446",15,4090,"Mujer"
"21447",30,5740,"Mujer"
"21448",53,23652,"Mujer"
"21449",29,5740,"Mujer"
"21450",47,24988,"Mujer"
"21451",37,6137,"Mujer"
"21452",55,23652,"Mujer"
"21453",48,24988,"Mujer"
"21454",31,5740,"Mujer"
"21455",39,6137,"Mujer"
"21456",56,23652,"Mujer"
"21457",20,4090,"Mujer"
"21458",45,24988,"Mujer"
"21459",19,4090,"Mujer"
"21460",54,23652,"Mujer"
"21461",54,23652,"Mujer"
"21462",44,NA,"Mujer"
"21463",19,4090,"Mujer"
"21464",26,5740,"Mujer"
"21465",21,4090,"Mujer"
"21466",59,23652,"Mujer"
"21467",27,5740,"Mujer"
"21468",63,17806,"Mujer"
"21469",18,4090,"Mujer"
"21470",64,17806,"Mujer"
"21471",56,23652,"Mujer"
"21472",17,4090,"Mujer"
"21473",26,5740,"Mujer"
"21474",15,4090,"Mujer"
"21475",41,6137,"Mujer"
"21476",57,23652,"Mujer"
"21477",64,17806,"Mujer"
"21478",27,5740,"Mujer"
"21479",31,5740,"Mujer"
"21480",22,4090,"Mujer"
"21481",46,24988,"Mujer"
"21482",34,5740,"Mujer"
"21483",31,5740,"Mujer"
"21484",48,24988,"Mujer"
"21485",49,24988,"Mujer"
"21486",49,24988,"Mujer"
"21487",52,23652,"Mujer"
"21488",56,23652,"Mujer"
"21489",38,6137,"Mujer"
"21490",32,5740,"Mujer"
"21491",64,17806,"Mujer"
"21492",60,17806,"Mujer"
"21493",62,17806,"Mujer"
"21494",53,23652,"Mujer"
"21495",47,24988,"Mujer"
"21496",63,17806,"Mujer"
"21497",37,6137,"Mujer"
"21498",39,NA,"Mujer"
"21499",51,23652,"Mujer"
"21500",41,6137,"Mujer"
"21501",15,4090,"Mujer"
"21502",35,NA,"Mujer"
"21503",63,17806,"Mujer"
"21504",24,4090,"Mujer"
"21505",45,NA,"Mujer"
"21506",58,23652,"Mujer"
"21507",39,6137,"Mujer"
"21508",34,5740,"Mujer"
"21509",16,4090,"Mujer"
"21510",62,17806,"Mujer"
"21511",29,5740,"Mujer"
"21512",42,6137,"Mujer"
"21513",27,5740,"Mujer"
"21514",64,17806,"Mujer"
"21515",28,5740,"Mujer"
"21516",64,17806,"Mujer"
"21517",16,4090,"Mujer"
"21518",48,24988,"Mujer"
"21519",49,24988,"Mujer"
"21520",51,23652,"Mujer"
"21521",39,6137,"Mujer"
"21522",62,17806,"Mujer"
"21523",29,NA,"Mujer"
"21524",26,5740,"Mujer"
"21525",23,4090,"Mujer"
"21526",45,24988,"Mujer"
"21527",28,5740,"Mujer"
"21528",43,6137,"Mujer"
"21529",62,17806,"Mujer"
"21530",57,23652,"Mujer"
"21531",52,23652,"Mujer"
"21532",56,NA,"Mujer"
"21533",22,4090,"Mujer"
"21534",62,17806,"Mujer"
"21535",17,4090,"Mujer"
"21536",16,NA,"Mujer"
"21537",30,5740,"Mujer"
"21538",33,5740,"Mujer"
"21539",44,6137,"Mujer"
"21540",55,23652,"Mujer"
"21541",30,NA,"Mujer"
"21542",45,24988,"Mujer"
"21543",42,6137,"Mujer"
"21544",18,4090,"Mujer"
"21545",24,4090,"Mujer"
"21546",59,23652,"Mujer"
"21547",32,5740,"Mujer"
"21548",61,17806,"Mujer"
"21549",46,24988,"Mujer"
"21550",44,6137,"Mujer"
"21551",50,23652,"Mujer"
"21552",23,4090,"Mujer"
"21553",50,23652,"Mujer"
"21554",43,6137,"Mujer"
"21555",30,5740,"Mujer"
"21556",42,6137,"Mujer"
"21557",35,6137,"Mujer"
"21558",61,17806,"Mujer"
"21559",16,4090,"Mujer"
"21560",60,17806,"Mujer"
"21561",49,24988,"Mujer"
"21562",42,6137,"Mujer"
"21563",50,23652,"Mujer"
"21564",45,24988,"Mujer"
"21565",47,24988,"Mujer"
"21566",37,6137,"Mujer"
"21567",55,23652,"Mujer"
"21568",31,5740,"Mujer"
"21569",60,17806,"Mujer"
"21570",63,17806,"Mujer"
"21571",15,4090,"Mujer"
"21572",56,23652,"Mujer"
"21573",37,6137,"Mujer"
"21574",62,17806,"Mujer"
"21575",41,6137,"Mujer"
"21576",39,6137,"Mujer"
"21577",46,NA,"Mujer"
"21578",33,5740,"Mujer"
"21579",38,6137,"Mujer"
"21580",17,4090,"Mujer"
"21581",26,5740,"Mujer"
"21582",49,24988,"Mujer"
"21583",29,5740,"Mujer"
"21584",31,5740,"Mujer"
"21585",64,17806,"Mujer"
"21586",46,24988,"Mujer"
"21587",21,NA,"Mujer"
"21588",33,5740,"Mujer"
"21589",21,NA,"Mujer"
"21590",19,4090,"Mujer"
"21591",54,23652,"Mujer"
"21592",35,6137,"Mujer"
"21593",62,17806,"Mujer"
"21594",62,17806,"Mujer"
"21595",61,17806,"Mujer"
"21596",21,4090,"Mujer"
"21597",51,23652,"Mujer"
"21598",37,6137,"Mujer"
"21599",25,5740,"Mujer"
"21600",24,4090,"Mujer"
"21601",35,6137,"Mujer"
"21602",55,23652,"Mujer"
"21603",47,24988,"Mujer"
"21604",34,NA,"Mujer"
"21605",47,24988,"Mujer"
"21606",54,NA,"Mujer"
"21607",49,24988,"Mujer"
"21608",48,24988,"Mujer"
"21609",50,23652,"Mujer"
"21610",41,6137,"Mujer"
"21611",33,5740,"Mujer"
"21612",57,23652,"Mujer"
"21613",19,4090,"Mujer"
"21614",43,6137,"Mujer"
"21615",24,4090,"Mujer"
"21616",54,23652,"Mujer"
"21617",27,5740,"Mujer"
"21618",43,6137,"Mujer"
"21619",19,4090,"Mujer"
"21620",26,5740,"Mujer"
"21621",27,5740,"Mujer"
"21622",36,6137,"Mujer"
"21623",54,23652,"Mujer"
"21624",29,5740,"Mujer"
"21625",27,5740,"Mujer"
"21626",15,4090,"Mujer"
"21627",52,23652,"Mujer"
"21628",57,23652,"Mujer"
"21629",59,23652,"Mujer"
"21630",15,4090,"Mujer"
"21631",25,5740,"Mujer"
"21632",57,23652,"Mujer"
"21633",54,23652,"Mujer"
"21634",36,NA,"Mujer"
"21635",49,24988,"Mujer"
"21636",58,23652,"Mujer"
"21637",20,4090,"Mujer"
"21638",42,6137,"Mujer"
"21639",45,24988,"Mujer"
"21640",22,4090,"Mujer"
"21641",19,4090,"Mujer"
"21642",56,23652,"Mujer"
"21643",62,17806,"Mujer"
"21644",58,23652,"Mujer"
"21645",31,5740,"Mujer"
"21646",52,23652,"Mujer"
"21647",23,4090,"Mujer"
"21648",24,4090,"Mujer"
"21649",34,5740,"Mujer"
"21650",28,5740,"Mujer"
"21651",28,5740,"Mujer"
"21652",40,6137,"Mujer"
"21653",43,6137,"Mujer"
"21654",63,17806,"Mujer"
"21655",41,6137,"Mujer"
"21656",39,6137,"Mujer"
"21657",30,5740,"Mujer"
"21658",50,23652,"Mujer"
"21659",48,24988,"Mujer"
"21660",30,5740,"Mujer"
"21661",47,24988,"Mujer"
"21662",17,4090,"Mujer"
"21663",37,6137,"Mujer"
"21664",25,5740,"Mujer"
"21665",62,17806,"Mujer"
"21666",32,5740,"Mujer"
"21667",61,17806,"Mujer"
"21668",55,23652,"Mujer"
"21669",58,23652,"Mujer"
"21670",43,6137,"Mujer"
"21671",64,17806,"Mujer"
"21672",19,4090,"Mujer"
"21673",38,6137,"Mujer"
"21674",43,6137,"Mujer"
"21675",43,6137,"Mujer"
"21676",40,6137,"Mujer"
"21677",54,23652,"Mujer"
"21678",17,4090,"Mujer"
"21679",16,NA,"Mujer"
"21680",39,6137,"Mujer"
"21681",33,5740,"Mujer"
"21682",54,23652,"Mujer"
"21683",16,4090,"Mujer"
"21684",33,5740,"Mujer"
"21685",15,4090,"Mujer"
"21686",41,6137,"Mujer"
"21687",59,23652,"Mujer"
"21688",63,17806,"Mujer"
"21689",49,24988,"Mujer"
"21690",55,23652,"Mujer"
"21691",19,4090,"Mujer"
"21692",52,23652,"Mujer"
"21693",18,4090,"Mujer"
"21694",31,5740,"Mujer"
"21695",35,6137,"Mujer"
"21696",62,17806,"Mujer"
"21697",45,24988,"Mujer"
"21698",62,17806,"Mujer"
"21699",36,NA,"Mujer"
"21700",25,5740,"Mujer"
"21701",48,24988,"Mujer"
"21702",63,17806,"Mujer"
"21703",29,NA,"Mujer"
"21704",64,17806,"Mujer"
"21705",24,4090,"Mujer"
"21706",52,23652,"Mujer"
"21707",46,24988,"Mujer"
"21708",62,17806,"Mujer"
"21709",45,24988,"Mujer"
"21710",51,23652,"Mujer"
"21711",58,23652,"Mujer"
"21712",42,6137,"Mujer"
"21713",45,24988,"Mujer"
"21714",20,4090,"Mujer"
"21715",28,5740,"Mujer"
"21716",37,6137,"Mujer"
"21717",30,5740,"Mujer"
"21718",39,6137,"Mujer"
"21719",53,23652,"Mujer"
"21720",16,4090,"Mujer"
"21721",52,23652,"Mujer"
"21722",55,23652,"Mujer"
"21723",53,23652,"Mujer"
"21724",48,24988,"Mujer"
"21725",54,23652,"Mujer"
"21726",57,NA,"Mujer"
"21727",39,NA,"Mujer"
"21728",50,23652,"Mujer"
"21729",30,5740,"Mujer"
"21730",32,5740,"Mujer"
"21731",27,5740,"Mujer"
"21732",51,23652,"Mujer"
"21733",41,6137,"Mujer"
"21734",48,24988,"Mujer"
"21735",25,5740,"Mujer"
"21736",15,4090,"Mujer"
"21737",27,5740,"Mujer"
"21738",44,6137,"Mujer"
"21739",19,4090,"Mujer"
"21740",32,5740,"Mujer"
"21741",28,5740,"Mujer"
"21742",27,5740,"Mujer"
"21743",46,24988,"Mujer"
"21744",21,NA,"Mujer"
"21745",22,4090,"Mujer"
"21746",64,NA,"Mujer"
"21747",21,4090,"Mujer"
"21748",63,17806,"Mujer"
"21749",30,5740,"Mujer"
"21750",57,23652,"Mujer"
"21751",45,NA,"Mujer"
"21752",41,6137,"Mujer"
"21753",47,24988,"Mujer"
"21754",43,6137,"Mujer"
"21755",22,4090,"Mujer"
"21756",47,24988,"Mujer"
"21757",55,23652,"Mujer"
"21758",33,5740,"Mujer"
"21759",35,6137,"Mujer"
"21760",55,23652,"Mujer"
"21761",35,6137,"Mujer"
"21762",39,6137,"Mujer"
"21763",56,23652,"Mujer"
"21764",37,6137,"Mujer"
"21765",25,5740,"Mujer"
"21766",47,24988,"Mujer"
"21767",34,5740,"Mujer"
"21768",39,6137,"Mujer"
"21769",40,6137,"Mujer"
"21770",54,23652,"Mujer"
"21771",26,5740,"Mujer"
"21772",46,24988,"Mujer"
"21773",47,24988,"Mujer"
"21774",24,4090,"Mujer"
"21775",18,4090,"Mujer"
"21776",29,5740,"Mujer"
"21777",20,4090,"Mujer"
"21778",41,6137,"Mujer"
"21779",19,4090,"Mujer"
"21780",19,4090,"Mujer"
"21781",32,5740,"Mujer"
"21782",42,6137,"Mujer"
"21783",49,24988,"Mujer"
"21784",36,6137,"Mujer"
"21785",48,24988,"Mujer"
"21786",18,4090,"Mujer"
"21787",32,5740,"Mujer"
"21788",55,23652,"Mujer"
"21789",40,6137,"Mujer"
"21790",56,23652,"Mujer"
"21791",36,6137,"Mujer"
"21792",61,17806,"Mujer"
"21793",47,24988,"Mujer"
"21794",57,23652,"Mujer"
"21795",28,5740,"Mujer"
"21796",45,24988,"Mujer"
"21797",24,4090,"Mujer"
"21798",38,NA,"Mujer"
"21799",35,6137,"Mujer"
"21800",62,17806,"Mujer"
"21801",22,NA,"Mujer"
"21802",46,24988,"Mujer"
"21803",45,24988,"Mujer"
"21804",48,24988,"Mujer"
"21805",37,6137,"Mujer"
"21806",39,6137,"Mujer"
"21807",21,4090,"Mujer"
"21808",33,5740,"Mujer"
"21809",21,4090,"Mujer"
"21810",61,17806,"Mujer"
"21811",22,4090,"Mujer"
"21812",28,5740,"Mujer"
"21813",15,4090,"Mujer"
"21814",27,5740,"Mujer"
"21815",17,4090,"Mujer"
"21816",42,6137,"Mujer"
"21817",52,23652,"Mujer"
"21818",29,5740,"Mujer"
"21819",50,23652,"Mujer"
"21820",17,NA,"Mujer"
"21821",18,4090,"Mujer"
"21822",19,4090,"Mujer"
"21823",64,17806,"Mujer"
"21824",40,6137,"Mujer"
"21825",39,6137,"Mujer"
"21826",24,4090,"Mujer"
"21827",22,4090,"Mujer"
"21828",26,NA,"Mujer"
"21829",17,4090,"Mujer"
"21830",41,6137,"Mujer"
"21831",64,17806,"Mujer"
"21832",37,6137,"Mujer"
"21833",54,23652,"Mujer"
"21834",47,24988,"Mujer"
"21835",28,5740,"Mujer"
"21836",37,6137,"Mujer"
"21837",45,24988,"Mujer"
"21838",27,5740,"Mujer"
"21839",26,5740,"Mujer"
"21840",49,24988,"Mujer"
"21841",32,NA,"Mujer"
"21842",35,6137,"Mujer"
"21843",59,23652,"Mujer"
"21844",61,17806,"Mujer"
"21845",56,23652,"Mujer"
"21846",15,4090,"Mujer"
"21847",52,23652,"Mujer"
"21848",55,23652,"Mujer"
"21849",56,23652,"Mujer"
"21850",61,17806,"Mujer"
"21851",23,4090,"Mujer"
"21852",37,6137,"Mujer"
"21853",28,5740,"Mujer"
"21854",25,5740,"Mujer"
"21855",21,4090,"Mujer"
"21856",45,24988,"Mujer"
"21857",38,6137,"Mujer"
"21858",40,6137,"Mujer"
"21859",44,6137,"Mujer"
"21860",48,24988,"Mujer"
"21861",60,17806,"Mujer"
"21862",52,23652,"Mujer"
"21863",19,4090,"Mujer"
"21864",19,4090,"Mujer"
"21865",33,5740,"Mujer"
"21866",52,23652,"Mujer"
"21867",42,6137,"Mujer"
"21868",40,6137,"Mujer"
"21869",56,23652,"Mujer"
"21870",37,NA,"Mujer"
"21871",60,17806,"Mujer"
"21872",63,NA,"Mujer"
"21873",44,6137,"Mujer"
"21874",17,4090,"Mujer"
"21875",42,6137,"Mujer"
"21876",47,24988,"Mujer"
"21877",56,23652,"Mujer"
"21878",17,4090,"Mujer"
"21879",19,4090,"Mujer"
"21880",33,5740,"Mujer"
"21881",56,23652,"Mujer"
"21882",62,17806,"Mujer"
"21883",15,4090,"Mujer"
"21884",52,23652,"Mujer"
"21885",23,4090,"Mujer"
"21886",19,4090,"Mujer"
"21887",60,17806,"Mujer"
"21888",56,23652,"Mujer"
"21889",48,24988,"Mujer"
"21890",51,23652,"Mujer"
"21891",47,24988,"Mujer"
"21892",39,6137,"Mujer"
"21893",56,23652,"Mujer"
"21894",43,6137,"Mujer"
"21895",39,6137,"Mujer"
"21896",23,4090,"Mujer"
"21897",17,4090,"Mujer"
"21898",29,5740,"Mujer"
"21899",18,4090,"Mujer"
"21900",59,23652,"Mujer"
"21901",52,23652,"Mujer"
"21902",34,5740,"Mujer"
"21903",63,17806,"Mujer"
"21904",37,6137,"Mujer"
"21905",51,23652,"Mujer"
"21906",61,17806,"Mujer"
"21907",22,NA,"Mujer"
"21908",51,NA,"Mujer"
"21909",59,23652,"Mujer"
"21910",47,24988,"Mujer"
"21911",47,24988,"Mujer"
"21912",21,4090,"Mujer"
"21913",36,6137,"Mujer"
"21914",19,NA,"Mujer"
"21915",60,17806,"Mujer"
"21916",29,5740,"Mujer"
"21917",35,6137,"Mujer"
"21918",39,6137,"Mujer"
"21919",31,5740,"Mujer"
"21920",64,17806,"Mujer"
"21921",21,4090,"Mujer"
"21922",64,17806,"Mujer"
"21923",33,5740,"Mujer"
"21924",21,4090,"Mujer"
"21925",54,23652,"Mujer"
"21926",59,23652,"Mujer"
"21927",64,NA,"Mujer"
"21928",38,6137,"Mujer"
"21929",25,5740,"Mujer"
"21930",55,23652,"Mujer"
"21931",15,4090,"Mujer"
"21932",46,24988,"Mujer"
"21933",54,23652,"Mujer"
"21934",58,23652,"Mujer"
"21935",16,4090,"Mujer"
"21936",29,5740,"Mujer"
"21937",35,6137,"Mujer"
"21938",38,6137,"Mujer"
"21939",64,17806,"Mujer"
"21940",31,5740,"Mujer"
"21941",61,17806,"Mujer"
"21942",23,4090,"Mujer"
"21943",49,24988,"Mujer"
"21944",34,5740,"Mujer"
"21945",33,5740,"Mujer"
"21946",32,5740,"Mujer"
"21947",34,5740,"Mujer"
"21948",44,6137,"Mujer"
"21949",54,23652,"Mujer"
"21950",15,4090,"Mujer"
"21951",38,6137,"Mujer"
"21952",38,6137,"Mujer"
"21953",61,17806,"Mujer"
"21954",33,5740,"Mujer"
"21955",44,6137,"Mujer"
"21956",40,6137,"Mujer"
"21957",56,23652,"Mujer"
"21958",58,23652,"Mujer"
"21959",52,23652,"Mujer"
"21960",43,6137,"Mujer"
"21961",27,5740,"Mujer"
"21962",18,4090,"Mujer"
"21963",59,23652,"Mujer"
"21964",31,5740,"Mujer"
"21965",47,24988,"Mujer"
"21966",19,4090,"Mujer"
"21967",42,6137,"Mujer"
"21968",38,6137,"Mujer"
"21969",31,5740,"Mujer"
"21970",64,17806,"Mujer"
"21971",53,23652,"Mujer"
"21972",62,17806,"Mujer"
"21973",54,23652,"Mujer"
"21974",58,23652,"Mujer"
"21975",60,NA,"Mujer"
"21976",25,5740,"Mujer"
"21977",26,NA,"Mujer"
"21978",27,5740,"Mujer"
"21979",22,4090,"Mujer"
"21980",15,4090,"Mujer"
"21981",23,4090,"Mujer"
"21982",42,6137,"Mujer"
"21983",16,4090,"Mujer"
"21984",28,5740,"Mujer"
"21985",27,5740,"Mujer"
"21986",62,17806,"Mujer"
"21987",16,4090,"Mujer"
"21988",18,4090,"Mujer"
"21989",26,5740,"Mujer"
"21990",62,17806,"Mujer"
"21991",24,4090,"Mujer"
"21992",17,4090,"Mujer"
"21993",18,4090,"Mujer"
"21994",20,4090,"Mujer"
"21995",37,6137,"Mujer"
"21996",19,4090,"Mujer"
"21997",64,17806,"Mujer"
"21998",17,4090,"Mujer"
"21999",24,4090,"Mujer"
"22000",57,23652,"Mujer"
"22001",33,5740,"Mujer"
"22002",28,5740,"Mujer"
"22003",35,6137,"Mujer"
"22004",57,23652,"Mujer"
"22005",42,6137,"Mujer"
"22006",35,6137,"Mujer"
"22007",50,23652,"Mujer"
"22008",38,6137,"Mujer"
"22009",52,23652,"Mujer"
"22010",31,5740,"Mujer"
"22011",36,6137,"Mujer"
"22012",33,5740,"Mujer"
"22013",59,23652,"Mujer"
"22014",24,4090,"Mujer"
"22015",25,5740,"Mujer"
"22016",52,23652,"Mujer"
"22017",16,4090,"Mujer"
"22018",47,24988,"Mujer"
"22019",57,23652,"Mujer"
"22020",45,NA,"Mujer"
"22021",62,17806,"Mujer"
"22022",49,24988,"Mujer"
"22023",51,23652,"Mujer"
"22024",61,17806,"Mujer"
"22025",61,17806,"Mujer"
"22026",50,23652,"Mujer"
"22027",37,6137,"Mujer"
"22028",50,23652,"Mujer"
"22029",54,23652,"Mujer"
"22030",53,23652,"Mujer"
"22031",40,6137,"Mujer"
"22032",39,6137,"Mujer"
"22033",31,5740,"Mujer"
"22034",29,5740,"Mujer"
"22035",51,23652,"Mujer"
"22036",59,23652,"Mujer"
"22037",18,4090,"Mujer"
"22038",36,6137,"Mujer"
"22039",31,5740,"Mujer"
"22040",36,6137,"Mujer"
"22041",31,5740,"Mujer"
"22042",28,5740,"Mujer"
"22043",28,5740,"Mujer"
"22044",31,5740,"Mujer"
"22045",22,4090,"Mujer"
"22046",48,24988,"Mujer"
"22047",40,6137,"Mujer"
"22048",59,23652,"Mujer"
"22049",44,6137,"Mujer"
"22050",36,6137,"Mujer"
"22051",30,5740,"Mujer"
"22052",44,6137,"Mujer"
"22053",30,5740,"Mujer"
"22054",52,23652,"Mujer"
"22055",38,6137,"Mujer"
"22056",50,23652,"Mujer"
"22057",49,24988,"Mujer"
"22058",20,4090,"Mujer"
"22059",18,4090,"Mujer"
"22060",32,5740,"Mujer"
"22061",20,4090,"Mujer"
"22062",40,6137,"Mujer"
"22063",51,23652,"Mujer"
"22064",41,6137,"Mujer"
"22065",55,23652,"Mujer"
"22066",25,5740,"Mujer"
"22067",52,23652,"Mujer"
"22068",30,5740,"Mujer"
"22069",33,5740,"Mujer"
"22070",57,23652,"Mujer"
"22071",29,5740,"Mujer"
"22072",40,6137,"Mujer"
"22073",55,23652,"Mujer"
"22074",45,24988,"Mujer"
"22075",33,5740,"Mujer"
"22076",38,6137,"Mujer"
"22077",23,4090,"Mujer"
"22078",37,6137,"Mujer"
